timestamp,temp
1722607740829,27.299999
1722607741838,27.299999
1722607742857,27.299999
1722607743893,27.299999
1722607744923,27.299999
1722607745967,27.299999
1722607746956,27.299999
1722607747988,27.600000
1722607749020,27.299999
1722607750054,27.299999
1722607751097,27.299999
1722607752083,27.299999
1722607753122,27.299999
1722607754152,27.299999
1722607755179,27.299999
1722607756236,27.299999
1722607757215,27.299999
1722607758256,27.299999
1722607759280,27.299999
1722607760307,27.299999
1722607761310,27.299999
1722607762356,27.299999
1722607763372,27.299999
1722607764420,27.299999
1722607765438,27.299999
1722607766455,27.299999
1722607767470,27.299999
1722607768528,27.299999
1722607769542,27.600000
1722607770578,27.299999
1722607771606,27.299999
1722607772636,27.299999
1722607773642,27.299999
1722607774677,27.299999
