timestamp,X,Y,Z
1717165078847,228.699997,-132.500000,409.000000
1717165078890,13.500000,-2.700000,-1.900000
1717165078899,4.200000,-0.800000,0.000000
1717165078928,-0.700000,-0.500000,0.300000
1717165078936,-0.800000,-0.200000,0.400000
1717165078986,-0.900000,-0.700000,0.900000
1717165079031,-0.600000,-0.700000,0.900000
1717165079044,-0.500000,0.000000,1.000000
1717165079064,-0.400000,0.900000,1.200000
1717165079075,-0.300000,1.100000,1.100000
1717165079083,0.000000,0.700000,1.100000
1717165079112,0.500000,0.300000,1.900000
1717165079122,0.100000,-1.800000,1.200000
1717165079168,-0.200000,-2.800000,0.400000
1717165079176,-0.300000,-1.400000,0.100000
1717165079202,-0.400000,-0.200000,0.400000
1717165079215,-0.200000,-0.200000,0.500000
1717165079221,-0.100000,-0.200000,0.400000
1717165079251,-0.100000,-0.200000,0.300000
1717165079257,0.000000,0.100000,0.200000
1717165079295,-0.200000,0.300000,0.000000
1717165079306,-0.200000,0.200000,0.000000
1717165079339,-0.200000,-0.200000,0.100000
1717165079349,-0.100000,0.000000,0.200000
1717165079387,0.000000,0.600000,0.300000
1717165079400,0.100000,0.500000,0.200000
1717165079408,0.200000,0.100000,0.200000
1717165079433,0.200000,-0.100000,0.200000
1717165079444,0.200000,0.100000,0.300000
1717165079471,2.200000,2.700000,2.400000
1717165079481,1.100000,2.100000,1.400000
1717165079515,-1.400000,-3.700000,-1.200000
1717165079530,-3.000000,-7.400000,-2.300000
1717165079543,-3.300000,-6.500000,-2.000000
1717165079561,-2.900000,-3.500000,-1.100000
1717165079565,-2.100000,-0.500000,-0.400000
1717165079616,-1.600000,0.400000,0.000000
1717165079622,-1.400000,0.000000,0.100000
1717165079660,-1.100000,-0.900000,0.200000
1717165079673,-1.000000,-1.500000,0.200000
1717165079698,-0.800000,-1.300000,0.300000
1717165079705,-0.700000,-0.400000,0.500000
1717165079715,-0.400000,0.000000,0.400000
1717165079754,-0.400000,-0.300000,0.300000
1717165079762,-0.400000,-0.700000,0.000000
1717165079788,-0.400000,-0.700000,0.000000
1717165079798,-0.500000,-0.300000,0.100000
1717165079845,-0.400000,-0.100000,-0.100000
1717165079856,-0.200000,0.000000,-0.200000
1717165079873,0.000000,0.100000,-0.300000
1717165079883,-0.200000,0.200000,-0.400000
1717165079952,-0.200000,0.000000,-0.200000
1717165079967,-0.100000,-0.700000,0.000000
1717165079979,0.000000,-0.200000,0.000000
1717165079986,0.000000,0.400000,0.200000
1717165080010,0.200000,1.000000,0.200000
1717165080020,0.200000,0.900000,0.400000
1717165080039,0.000000,0.600000,0.400000
1717165080048,0.000000,0.400000,0.400000
1717165080058,-0.100000,0.400000,0.400000
1717165080073,-0.200000,0.400000,0.300000
1717165080106,-0.300000,0.200000,0.200000
1717165080112,-0.400000,-0.200000,0.300000
1717165080152,-0.400000,-0.400000,0.100000
1717165080158,-0.400000,-0.600000,0.000000
1717165080193,-0.200000,-0.500000,0.000000
1717165080199,1.800000,4.300000,2.300000
1717165080206,2.000000,4.400000,2.800000
1717165080250,-0.800000,-3.500000,-1.000000
1717165080259,-2.800000,-8.200000,-2.300000
1717165080284,-3.300000,-5.900000,-1.800000
1717165080298,-3.200000,-1.900000,-0.900000
1717165080326,-2.200000,2.100000,-0.100000
1717165080335,-2.900000,6.000000,-1.600000
1717165080348,-4.300000,0.400000,-3.200000
1717165080378,-5.200000,-6.600000,-4.200000
1717165080398,-5.700000,-8.900000,-4.500000
1717165080418,-5.500000,-7.700000,-4.200000
1717165080432,-4.900000,-3.500000,-3.200000
1717165080468,-6.600000,1.700000,-3.900000
1717165080477,-8.400000,0.000000,-4.700000
1717165080514,-10.200000,-5.100000,-5.100000
1717165080524,-11.200000,-9.400000,-5.200000
1717165080531,-12.200000,-12.300000,-4.900000
1717165080553,-11.200000,-10.600000,-3.500000
1717165080565,-10.500000,-6.700000,-1.300000
1717165080604,-9.800000,-2.800000,1.100000
1717165080610,-9.400000,-0.700000,2.400000
1717165080652,-9.300000,-0.600000,2.800000
1717165080658,-9.500000,-1.800000,2.800000
1717165080665,-10.500000,-1.700000,2.000000
1717165080688,-11.600000,-0.900000,1.100000
1717165080702,-12.900000,-1.800000,0.700000
1717165080751,-14.800000,-4.100000,0.200000
1717165080759,-16.600000,-7.300000,-0.100000
1717165080781,-18.000000,-9.600000,0.000000
1717165080793,-19.299999,-9.300000,0.000000
1717165080836,-20.500000,-8.700000,0.300000
1717165080845,-21.299999,-9.500000,0.500000
1717165080857,-22.200001,-10.900000,1.500000
1717165080867,-22.700001,-10.200000,3.000000
1717165080876,-22.299999,-4.900000,4.400000
1717165080910,-22.299999,2.500000,5.100000
1717165080919,-22.299999,9.800000,5.000000
1717165080983,-21.200001,12.100000,4.200000
1717165080999,-19.000000,8.800000,3.100000
1717165081013,-17.200001,7.100000,0.800000
1717165081017,-15.800000,5.600000,-1.300000
1717165081029,-15.000000,2.100000,-1.900000
1717165081055,-14.400000,0.500000,-0.400000
1717165081061,-13.900000,5.700000,2.000000
1717165081099,-13.500000,11.500000,4.500000
1717165081109,-13.000000,12.800000,6.200000
1717165081141,-12.400000,9.800000,6.700000
1717165081149,-12.500000,6.600000,5.600000
1717165081154,-13.000000,5.900000,3.400000
1717165081185,-14.700000,5.100000,1.100000
1717165081200,-16.299999,0.900000,-0.600000
1717165081242,-17.900000,-1.400000,-1.500000
1717165081250,-19.000000,0.300000,-2.200000
1717165081271,-20.100000,1.600000,-2.100000
1717165081282,-21.400000,0.600000,-1.700000
1717165081318,-23.000000,1.100000,-1.100000
1717165081324,-24.200001,4.300000,-1.100000
1717165081329,-25.700001,6.800000,-1.400000
1717165081381,-28.299999,8.800000,-2.400000
1717165081397,-32.200001,7.500000,-4.500000
1717165081408,-36.599998,3.000000,-5.900000
1717165081413,-41.299999,4.200000,-6.500000
1717165081506,-43.799999,17.400000,-9.600000
1717165081513,-46.200001,23.299999,-15.400000
1717165081519,-49.200001,10.600000,-21.900000
1717165081530,-50.000000,1.400000,-26.299999
1717165081552,-48.000000,18.200001,-24.700001
1717165081558,-49.200001,47.900002,-23.000000
1717165081561,-58.099998,61.299999,-22.799999
1717165081585,-76.500000,41.700001,-30.600000
1717165081589,-97.300003,-2.300000,-36.400002
1717165081647,-109.900002,-46.700001,-43.200001
1717165081654,-104.500000,-63.000000,-42.099998
1717165081670,-84.400002,-74.000000,-33.299999
1717165081693,-55.900002,-81.599998,-25.600000
1717165081704,-18.100000,-37.500000,-19.799999
1717165081725,24.500000,32.900002,-13.100000
1717165081731,65.199997,59.500000,-3.700000
1717165081773,102.199997,26.200001,6.400000
1717165081792,135.399994,-13.700000,15.400000
1717165081796,163.300003,-14.400000,23.600000
1717165081875,185.100006,15.800000,30.799999
1717165081889,199.600006,33.200001,38.500000
1717165081895,208.899994,27.600000,42.599998
1717165081901,213.100006,15.800000,42.200001
1717165081912,216.699997,5.100000,39.500000
1717165081924,220.500000,-5.300000,35.400002
1717165081971,222.100006,-15.400000,29.600000
1717165081977,213.199997,-25.400000,30.299999
1717165081983,200.699997,-44.500000,35.000000
1717165081997,183.100006,-34.200001,39.900002
1717165082013,150.000000,13.300000,46.599998
