timestamp,X,Y,Z
1722595545587,-2.300000,-0.200000,-2.300000
1722595545595,-2.200000,-1.700000,-2.800000
1722595545646,-2.300000,-2.100000,-2.700000
1722595545654,-2.400000,-1.100000,-2.000000
1722595545660,-2.300000,-0.700000,-1.200000
1722595545686,-1.500000,-0.900000,-1.000000
1722595545692,-0.900000,-2.300000,-1.100000
1722595545726,-0.500000,-3.500000,-1.600000
1722595545732,-0.600000,-3.900000,-2.000000
1722595545785,-0.700000,-3.000000,-1.800000
1722595545793,-0.600000,-2.500000,-1.600000
1722595545798,-0.200000,-3.000000,-1.600000
1722595545816,0.000000,-3.600000,-1.800000
1722595545826,-0.200000,-5.100000,-1.800000
1722595545883,-0.200000,-6.500000,-1.600000
1722595545892,-0.200000,-6.700000,-1.600000
1722595545906,-0.400000,-6.200000,-1.400000
1722595545917,-0.500000,-5.200000,-1.100000
1722595545922,-0.500000,-3.200000,-0.700000
1722595545966,-0.400000,-1.400000,-0.300000
1722595545976,-0.200000,-0.900000,0.000000
1722595545999,-0.500000,-1.100000,0.000000
1722595546005,-1.000000,-0.300000,0.000000
1722595546045,-1.400000,1.400000,0.400000
1722595546052,-0.900000,1.500000,0.700000
1722595546061,-0.200000,-0.900000,0.200000
1722595546088,0.400000,-3.200000,-0.400000
1722595546102,0.500000,-4.100000,-0.400000
1722595546136,0.400000,-3.900000,0.000000
1722595546146,0.000000,-3.000000,0.700000
1722595546194,-0.300000,-1.400000,1.100000
1722595546205,-0.700000,-0.900000,1.400000
1722595546210,-1.100000,-0.900000,1.300000
1722595546221,-1.500000,-0.100000,1.100000
1722595546231,-1.800000,2.100000,1.200000
1722595546272,-1.400000,4.800000,1.800000
1722595546280,-0.800000,4.700000,2.400000
1722595546315,-0.300000,2.000000,2.000000
1722595546323,-0.200000,-0.200000,1.300000
1722595546362,-0.500000,-1.200000,1.100000
1722595546368,-0.700000,-0.400000,1.400000
1722595546375,-0.800000,0.500000,1.600000
1722595546403,-1.100000,1.000000,1.700000
1722595546413,-1.200000,1.500000,1.700000
1722595546449,-1.400000,2.700000,1.800000
1722595546458,-1.200000,3.600000,2.000000
1722595546502,-0.900000,3.200000,2.100000
1722595546509,-0.700000,0.900000,1.600000
1722595546516,-0.600000,-0.500000,0.900000
1722595546537,-0.400000,-1.000000,0.900000
1722595546546,-0.400000,-1.100000,1.000000
1722595546586,-0.400000,-1.000000,0.900000
1722595546592,1.000000,-2.100000,-1.600000
1722595546642,0.000000,5.700000,-0.100000
1722595546674,-7.500000,17.600000,5.800000
1722595546681,-13.400000,20.000000,9.100000
1722595546690,-18.200001,15.000000,8.400000
1722595546694,-18.400000,12.300000,5.500000
1722595546719,-16.600000,7.600000,3.000000
1722595546724,-12.700000,4.700000,1.100000
1722595546765,-8.400000,7.900000,1.400000
1722595546775,-5.500000,12.100000,2.800000
1722595546817,-3.800000,14.200000,3.700000
1722595546823,-5.000000,13.700000,3.600000
1722595546828,-7.300000,10.200000,1.700000
1722595546850,-6.400000,6.500000,-1.200000
1722595546858,-4.900000,1.400000,-3.800000
1722595546913,-3.000000,-2.000000,-6.200000
1722595546924,-0.900000,0.000000,-7.000000
1722595546946,0.000000,5.200000,-6.200000
1722595546955,-0.200000,10.800000,-4.200000
1722595546964,-1.800000,12.700000,-3.200000
1722595546986,-4.200000,10.900000,-4.100000
1722595546992,-5.800000,6.500000,-6.100000
1722595547042,-5.800000,3.000000,-8.300000
1722595547049,-4.800000,1.800000,-8.800000
1722595547077,-2.800000,0.100000,-8.500000
1722595547085,-0.400000,-5.300000,-9.500000
1722595547088,2.300000,-15.600000,-11.600000
1722595547188,4.300000,-24.900000,-14.700000
