timestamp,temp
1722607572659,27.600000
1722607573687,27.600000
1722607574719,27.799999
1722607575717,27.799999
1722607576758,27.600000
1722607577781,27.600000
1722607578815,27.600000
1722607579811,27.600000
1722607580846,27.600000
1722607581880,27.799999
1722607582919,27.600000
1722607583942,27.600000
1722607584978,27.799999
1722607586018,27.600000
1722607587053,27.600000
1722607588061,27.600000
1722607589083,27.600000
1722607590128,27.600000
1722607591148,27.600000
1722607592182,27.600000
1722607593216,27.600000
