timestamp,temp
1722606675396,27.600000
1722606676419,27.600000
1722606677494,27.600000
1722606678530,27.600000
1722606679600,27.600000
1722606680639,27.600000
1722606681676,27.600000
1722606682717,27.600000
1722606683804,27.600000
1722606684827,27.600000
1722606685919,27.600000
1722606686949,27.600000
1722606687987,27.799999
1722606689058,27.600000
1722606690110,27.600000
1722606691132,27.600000
1722606692210,27.600000
1722606693258,27.600000
1722606694282,27.600000
1722606695369,27.600000
1722606696393,27.600000
1722606697434,27.600000
1722606698509,27.600000
1722606699551,27.600000
