timestamp,temp
1722608357909,27.600000
1722608358947,27.600000
1722608359979,27.600000
1722608361004,27.600000
1722608362038,27.600000
1722608363041,27.600000
1722608364077,27.600000
1722608365104,27.600000
1722608366139,27.600000
1722608367179,27.600000
1722608368216,27.600000
1722608369244,27.600000
1722608370279,27.600000
1722608371307,27.600000
1722608372313,27.600000
1722608373345,27.600000
1722608374372,27.600000
1722608375404,27.600000
1722608376439,27.600000
1722608377434,27.600000
1722608378468,27.600000
1722608379507,27.600000
1722608380537,27.600000
1722608381573,27.600000
1722608382604,27.600000
1722608383637,27.600000
1722608384681,27.600000
1722608385709,27.600000
1722608386707,27.600000
1722608387736,27.600000
