timestamp,temp
1717167138034,23.500000
1717167139079,23.500000
1717167140109,23.500000
1717167141206,23.500000
1717167142218,23.500000
1717167143266,23.500000
1717167144291,23.500000
1717167145329,23.500000
1717167146409,23.500000
1717167147445,23.500000
1717167148481,23.500000
1717167149528,23.500000
1717167150600,23.500000
1717167151634,23.500000
1717167152669,23.500000
1717167153702,23.500000
1717167154780,23.500000
1717167155816,23.500000
1717167156867,23.500000
1717167157901,23.500000
1717167158970,23.500000
