timestamp,temp
1716457852287,23.500000
1716457853326,23.500000
1716457854357,23.500000
1716457855385,23.500000
1716457856386,23.500000
1716457857417,23.500000
1716457858447,23.500000
1716457859481,23.500000
1716457860520,23.500000
1716457861550,23.500000
1716457862590,23.500000
1716457863620,23.500000
1716457864656,23.500000
1716457865654,23.500000
1716457866688,23.500000
1716457867724,23.500000
1716457868757,23.500000
1716457869755,23.500000
1716457870781,23.500000
1716457871821,23.500000
1716457872853,23.500000
1716457873891,23.500000
1716457874922,23.500000
1716457875961,23.500000
1716457876992,23.500000
1716457878025,23.200001
1716457879058,23.200001
1716457880088,23.200001
1716457881087,23.500000
1716457882133,23.200001
1716457883156,23.200001
