timestamp,temp
1716457852205,21.700001
1716457853280,21.700001
1716457854318,21.700001
1716457855362,21.700001
1716457856393,21.700001
1716457857475,21.700001
1716457858510,21.700001
1716457859559,21.700001
1716457860596,21.700001
1716457861641,21.700001
1716457862671,21.700001
1716457863722,21.700001
1716457864770,21.700001
1716457865799,21.700001
1716457866837,21.700001
1716457867903,21.700001
1716457868941,21.700001
1716457869984,21.700001
1716457871013,21.700001
1716457872087,21.700001
1716457873142,21.700001
1716457874167,21.700001
1716457875206,21.700001
1716457876274,21.700001
1716457877313,21.700001
1716457878347,21.700001
1716457879394,21.700001
1716457880462,21.700001
1716457881511,21.700001
1716457882553,21.700001
