timestamp,temp
1722606902865,27.600000
1722606903886,27.600000
1722606904936,27.600000
1722606905924,27.600000
1722606906991,27.600000
1722606908004,27.600000
1722606909027,27.600000
1722606910057,27.600000
1722606911098,27.600000
1722606912132,27.600000
1722606913168,27.600000
1722606914189,27.600000
1722606915239,27.600000
1722606916238,27.600000
1722606917253,27.600000
1722606918295,27.600000
1722606919326,27.600000
1722606920356,27.600000
1722606921392,27.600000
1722606922423,27.600000
1722606923456,27.600000
1722606924474,27.600000
1722606925490,27.600000
1722606926541,27.600000
1722606927573,27.600000
1722606928601,27.600000
1722606929644,27.600000
1722606930665,27.600000
1722606931699,27.600000
1722606932698,27.600000
1722606933740,27.600000
1722606934762,27.600000
1722606935792,27.600000
1722606936833,27.600000
