timestamp,X,Y,Z
1722606901953,36.000000,972.000000,-217.000000
1722606901962,39.000000,977.000000,-216.000000
1722606901975,37.000000,978.000000,-215.000000
1722606901997,35.000000,978.000000,-218.000000
1722606902007,35.000000,978.000000,-218.000000
1722606902041,33.000000,978.000000,-221.000000
1722606902049,37.000000,978.000000,-222.000000
1722606902055,41.000000,978.000000,-221.000000
1722606902086,40.000000,977.000000,-218.000000
1722606902091,42.000000,978.000000,-216.000000
1722606902132,43.000000,978.000000,-215.000000
1722606902137,42.000000,976.000000,-215.000000
1722606902175,37.000000,975.000000,-215.000000
1722606902184,39.000000,976.000000,-219.000000
1722606902194,41.000000,975.000000,-222.000000
1722606902225,37.000000,974.000000,-220.000000
1722606902233,49.000000,975.000000,-225.000000
1722606902264,55.000000,980.000000,-230.000000
1722606902271,40.000000,986.000000,-224.000000
1722606902275,43.000000,984.000000,-211.000000
1722606902314,69.000000,979.000000,-201.000000
1722606902329,81.000000,974.000000,-192.000000
1722606902363,83.000000,971.000000,-183.000000
1722606902381,87.000000,969.000000,-180.000000
1722606902386,88.000000,971.000000,-181.000000
1722606902402,101.000000,969.000000,-180.000000
1722606902406,101.000000,969.000000,-180.000000
1722606902461,109.000000,966.000000,-178.000000
1722606902468,96.000000,968.000000,-181.000000
1722606902488,83.000000,978.000000,-207.000000
1722606902500,82.000000,987.000000,-255.000000
1722606902511,65.000000,988.000000,-276.000000
1722606902530,13.000000,986.000000,-258.000000
1722606902535,-15.000000,978.000000,-234.000000
1722606902595,6.000000,977.000000,-218.000000
1722606902600,37.000000,983.000000,-207.000000
1722606902605,23.000000,981.000000,-198.000000
1722606902623,1.000000,977.000000,-198.000000
1722606902628,17.000000,974.000000,-207.000000
1722606902692,22.000000,974.000000,-221.000000
1722606902701,7.000000,979.000000,-227.000000
1722606902714,-11.000000,980.000000,-230.000000
1722606902726,-25.000000,979.000000,-232.000000
1722606902734,-29.000000,979.000000,-231.000000
1722606902757,-28.000000,978.000000,-228.000000
1722606902767,-25.000000,980.000000,-215.000000
1722606902807,-19.000000,983.000000,-205.000000
1722606902821,-15.000000,982.000000,-192.000000
1722606902828,-20.000000,991.000000,-186.000000
1722606902859,-20.000000,991.000000,-186.000000
1722606902903,-37.000000,996.000000,-188.000000
1722606902909,-39.000000,1007.000000,-192.000000
1722606902915,-44.000000,1014.000000,-198.000000
1722606902998,-100.000000,1033.000000,-202.000000
1722606903045,-100.000000,1033.000000,-202.000000
1722606903056,-34.000000,1055.000000,-188.000000
1722606903067,64.000000,1084.000000,-158.000000
1722606903076,125.000000,1115.000000,-142.000000
1722606903085,95.000000,1089.000000,-158.000000
1722606903091,43.000000,1012.000000,-215.000000
1722606903125,-70.000000,946.000000,-332.000000
1722606903133,-301.000000,1021.000000,-221.000000
1722606903160,2.000000,1053.000000,36.000000
1722606903164,339.000000,933.000000,116.000000
1722606903170,-141.000000,1035.000000,116.000000
1722606903219,-429.000000,1131.000000,33.000000
1722606903231,-56.000000,1069.000000,-150.000000
1722606903255,261.000000,1058.000000,-286.000000
1722606903272,184.000000,1041.000000,-300.000000
1722606903277,184.000000,1041.000000,-300.000000
1722606903305,-1.000000,1052.000000,-271.000000
1722606903312,-119.000000,1064.000000,-250.000000
1722606903354,-242.000000,1061.000000,-217.000000
1722606903361,-273.000000,1027.000000,-219.000000
1722606903390,-113.000000,962.000000,-276.000000
1722606903395,6.000000,906.000000,-332.000000
1722606903403,62.000000,807.000000,-404.000000
1722606903431,44.000000,704.000000,-587.000000
1722606903438,-147.000000,522.000000,-975.000000
1722606903493,-364.000000,979.000000,-345.000000
1722606903498,-390.000000,1348.000000,488.000000
1722606903505,-395.000000,961.000000,277.000000
1722606903525,-70.000000,899.000000,-18.000000
1722606903532,228.000000,1073.000000,-167.000000
1722606903582,68.000000,1071.000000,-138.000000
1722606903595,-52.000000,1032.000000,-78.000000
1722606903601,-53.000000,1065.000000,-102.000000
1722606903621,48.000000,1042.000000,-141.000000
1722606903628,26.000000,1039.000000,-123.000000
1722606903672,-65.000000,1038.000000,-91.000000
1722606903679,-51.000000,1023.000000,-73.000000
1722606903701,-51.000000,1023.000000,-73.000000
1722606903713,32.000000,1008.000000,-88.000000
1722606903724,69.000000,1000.000000,-110.000000
1722606903752,67.000000,1003.000000,-125.000000
1722606903757,47.000000,1006.000000,-136.000000
1722606903792,17.000000,1004.000000,-129.000000
1722606903802,3.000000,1004.000000,-115.000000
1722606903810,15.000000,999.000000,-121.000000
1722606903850,34.000000,996.000000,-142.000000
1722606903862,37.000000,997.000000,-158.000000
1722606903942,28.000000,1002.000000,-163.000000
1722606903958,17.000000,1002.000000,-166.000000
1722606903968,16.000000,998.000000,-167.000000
1722606903975,23.000000,995.000000,-169.000000
1722606903985,29.000000,993.000000,-171.000000
1722606903999,32.000000,988.000000,-170.000000
1722606904005,39.000000,978.000000,-163.000000
1722606904019,53.000000,976.000000,-158.000000
1722606904025,51.000000,977.000000,-165.000000
1722606904030,33.000000,975.000000,-173.000000
1722606904076,28.000000,975.000000,-171.000000
1722606904085,39.000000,983.000000,-159.000000
1722606904115,39.000000,983.000000,-159.000000
1722606904123,38.000000,983.000000,-166.000000
1722606904153,24.000000,971.000000,-175.000000
1722606904163,34.000000,964.000000,-174.000000
1722606904168,54.000000,959.000000,-178.000000
1722606904198,69.000000,951.000000,-180.000000
1722606904205,71.000000,945.000000,-188.000000
1722606904255,42.000000,944.000000,-190.000000
1722606904268,17.000000,950.000000,-196.000000
1722606904280,-18.000000,962.000000,-210.000000
1722606904291,-36.000000,1019.000000,-264.000000
1722606904297,-51.000000,1074.000000,-318.000000
1722606904331,-122.000000,1045.000000,-312.000000
1722606904337,-160.000000,1080.000000,-304.000000
1722606904342,-190.000000,1085.000000,-316.000000
1722606904399,-234.000000,1021.000000,-331.000000
1722606904410,-225.000000,1011.000000,-329.000000
1722606904433,-166.000000,983.000000,-331.000000
1722606904443,-101.000000,977.000000,-332.000000
1722606904473,-111.000000,996.000000,-334.000000
1722606904480,-154.000000,1000.000000,-342.000000
1722606904488,-133.000000,990.000000,-337.000000
1722606904516,-102.000000,976.000000,-337.000000
1722606904525,-102.000000,976.000000,-337.000000
1722606904571,-94.000000,916.000000,-362.000000
1722606904580,-180.000000,838.000000,-433.000000
1722606904588,-356.000000,801.000000,-546.000000
1722606904607,-312.000000,946.000000,-381.000000
1722606904616,189.000000,989.000000,-120.000000
1722606904645,317.000000,828.000000,-103.000000
1722606904652,-228.000000,973.000000,-82.000000
1722606904716,-577.000000,1101.000000,-71.000000
1722606904729,-405.000000,1002.000000,-130.000000
1722606904745,-86.000000,990.000000,-206.000000
1722606904761,-8.000000,1024.000000,-241.000000
1722606904771,-55.000000,1050.000000,-225.000000
1722606904791,-72.000000,1065.000000,-226.000000
1722606904796,-81.000000,1075.000000,-242.000000
1722606904801,-114.000000,1118.000000,-246.000000
1722606904836,-164.000000,1159.000000,-252.000000
1722606904844,-238.000000,1180.000000,-258.000000
1722606904881,-270.000000,1154.000000,-256.000000
1722606904887,-242.000000,1069.000000,-270.000000
1722606904932,-195.000000,980.000000,-295.000000
1722606904975,-167.000000,887.000000,-331.000000
1722606904983,-179.000000,763.000000,-375.000000
1722606904991,-179.000000,763.000000,-375.000000
1722606905002,-202.000000,685.000000,-407.000000
1722606905015,-177.000000,694.000000,-415.000000
1722606905018,-102.000000,681.000000,-480.000000
1722606905025,-85.000000,767.000000,-424.000000
1722606905059,219.000000,1156.000000,287.000000
1722606905066,469.000000,1164.000000,383.000000
1722606905113,27.000000,1000.000000,62.000000
1722606905122,-305.000000,1074.000000,22.000000
1722606905130,-39.000000,1052.000000,-207.000000
1722606905147,76.000000,1085.000000,-173.000000
1722606905163,-77.000000,1090.000000,-89.000000
1722606905188,-48.000000,1073.000000,-80.000000
1722606905199,62.000000,1053.000000,-99.000000
1722606905233,71.000000,1029.000000,-91.000000
1722606905240,-12.000000,1037.000000,-79.000000
1722606905248,-57.000000,1038.000000,-67.000000
1722606905296,-4.000000,1024.000000,-80.000000
