timestamp,temp
1717167103654,23.700001
1717167104679,23.700001
1717167105684,23.700001
1717167106715,23.700001
1717167107749,23.700001
1717167108777,23.700001
1717167109810,23.700001
1717167110807,23.700001
1717167111840,23.700001
1717167112874,23.700001
1717167113904,23.700001
1717167114903,23.700001
1717167115937,23.700001
1717167116968,23.700001
1717167118003,23.700001
1717167119034,23.700001
1717167120033,23.700001
1717167121068,23.700001
1717167122097,23.700001
1717167123132,23.700001
1717167124169,23.700001
1717167125160,23.700001
