timestamp,temp
1722606707504,27.100000
1722606708500,27.100000
1722606709534,27.100000
1722606710573,27.100000
1722606711620,27.100000
1722606712655,27.100000
1722606713673,27.100000
1722606714714,27.100000
1722606715752,27.100000
1722606716774,27.100000
1722606717835,27.100000
1722606718840,27.100000
1722606719840,27.100000
1722606720869,27.100000
1722606721906,27.100000
1722606722948,27.100000
1722606723989,27.100000
1722606725019,27.100000
1722606726050,27.100000
1722606727052,27.100000
1722606728074,27.100000
1722606729107,27.100000
1722606730141,27.100000
