timestamp,temp
1722606706866,27.600000
1722606707906,27.600000
1722606708948,27.600000
1722606710015,27.600000
1722606711059,27.600000
1722606712102,27.600000
1722606713164,27.600000
1722606714207,27.799999
1722606715243,27.600000
1722606716317,27.799999
1722606717355,27.600000
1722606718393,27.799999
1722606719468,27.799999
1722606720510,27.600000
1722606721542,27.600000
1722606722622,27.799999
1722606723656,27.600000
1722606724700,27.600000
1722606725765,27.600000
1722606726806,27.799999
1722606727888,27.799999
1722606728960,27.600000
1722606729992,27.600000
