timestamp,temp
1717165108002,25.500000
1717165109039,25.500000
1717165110107,25.500000
1717165111141,25.500000
1717165112226,25.500000
1717165113211,25.500000
1717165114247,25.200001
1717165115284,25.500000
1717165116365,25.200001
1717165117373,25.200001
1717165118402,25.200001
1717165119431,25.200001
1717165120462,25.200001
1717165121545,25.200001
1717165122576,25.200001
1717165123618,25.200001
1717165124693,25.200001
1717165125726,25.200001
1717165126730,25.200001
1717165127799,25.200001
1717165128831,25.200001
