timestamp,X,Y,Z
1724407104748,226.000000,553.000000,9.000000
1724407104755,225.000000,564.000000,22.000000
1724407104764,217.000000,549.000000,4.000000
1724407104796,211.000000,550.000000,9.000000
1724407104806,220.000000,565.000000,-12.000000
1724407104841,217.000000,564.000000,4.000000
1724407104850,238.000000,576.000000,1.000000
1724407104894,199.000000,564.000000,3.000000
1724407104905,213.000000,562.000000,-3.000000
1724407104932,217.000000,559.000000,-4.000000
1724407104942,235.000000,553.000000,-3.000000
1724407104979,217.000000,571.000000,-6.000000
1724407104998,222.000000,565.000000,-1.000000
1724407105017,216.000000,555.000000,-4.000000
1724407105021,240.000000,576.000000,-9.000000
1724407105065,226.000000,576.000000,-19.000000
1724407105073,241.000000,570.000000,-3.000000
1724407105084,240.000000,559.000000,1.000000
1724407105113,235.000000,562.000000,6.000000
1724407105123,225.000000,562.000000,18.000000
1724407105156,229.000000,576.000000,-1.000000
1724407105165,237.000000,574.000000,-12.000000
1724407105200,238.000000,571.000000,0.000000
1724407105213,229.000000,565.000000,21.000000
1724407105243,229.000000,559.000000,-12.000000
1724407105253,217.000000,565.000000,1.000000
1724407105288,240.000000,568.000000,0.000000
1724407105304,223.000000,582.000000,-6.000000
1724407105335,232.000000,553.000000,12.000000
1724407105343,238.000000,574.000000,16.000000
1724407105377,244.000000,565.000000,-7.000000
1724407105385,225.000000,558.000000,-7.000000
1724407105393,232.000000,567.000000,-9.000000
1724407105426,253.000000,555.000000,10.000000
1724407105433,232.000000,576.000000,16.000000
1724407105475,220.000000,567.000000,1.000000
1724407105482,246.000000,570.000000,12.000000
1724407105518,228.000000,552.000000,6.000000
1724407105527,238.000000,574.000000,-15.000000
1724407105557,238.000000,568.000000,10.000000
1724407105563,231.000000,571.000000,-10.000000
1724407105606,211.000000,562.000000,4.000000
1724407105648,247.000000,568.000000,-7.000000
1724407105657,238.000000,553.000000,-3.000000
1724407105702,244.000000,543.000000,12.000000
1724407105739,240.000000,571.000000,-6.000000
1724407105747,234.000000,574.000000,4.000000
1724407105753,231.000000,553.000000,24.000000
1724407105763,228.000000,567.000000,16.000000
1724407105789,246.000000,568.000000,-1.000000
1724407105795,249.000000,568.000000,4.000000
1724407105801,225.000000,565.000000,19.000000
1724407105829,232.000000,564.000000,4.000000
1724407105834,228.000000,565.000000,0.000000
1724407105922,243.000000,556.000000,9.000000
1724407105932,234.000000,576.000000,0.000000
1724407105940,241.000000,583.000000,30.000000
1724407105965,234.000000,565.000000,1.000000
1724407105976,246.000000,571.000000,-3.000000
1724407105983,235.000000,570.000000,9.000000
1724407106007,256.000000,559.000000,7.000000
1724407106016,256.000000,571.000000,10.000000
1724407106055,250.000000,571.000000,12.000000
1724407106062,237.000000,574.000000,7.000000
1724407106079,241.000000,576.000000,-9.000000
1724407106104,235.000000,567.000000,13.000000
1724407106113,228.000000,577.000000,16.000000
1724407106147,235.000000,550.000000,10.000000
1724407106156,238.000000,567.000000,18.000000
1724407106192,244.000000,576.000000,9.000000
1724407106201,243.000000,567.000000,31.000000
1724407106234,240.000000,571.000000,15.000000
1724407106248,252.000000,562.000000,16.000000
1724407106279,253.000000,573.000000,18.000000
1724407106292,244.000000,576.000000,6.000000
1724407106324,256.000000,571.000000,16.000000
1724407106337,273.000000,588.000000,15.000000
1724407106367,241.000000,562.000000,24.000000
1724407106372,256.000000,574.000000,16.000000
1724407106414,252.000000,583.000000,30.000000
1724407106422,261.000000,576.000000,33.000000
1724407106427,243.000000,570.000000,19.000000
1724407106460,276.000000,577.000000,22.000000
1724407106467,252.000000,588.000000,28.000000
1724407106516,267.000000,571.000000,37.000000
1724407106532,273.000000,571.000000,37.000000
1724407106551,274.000000,567.000000,39.000000
1724407106564,258.000000,582.000000,45.000000
1724407106592,256.000000,561.000000,45.000000
1724407106600,276.000000,561.000000,37.000000
1724407106639,277.000000,577.000000,42.000000
1724407106649,265.000000,577.000000,45.000000
1724407106687,262.000000,573.000000,37.000000
1724407106730,261.000000,591.000000,52.000000
1724407106736,267.000000,573.000000,49.000000
1724407106744,285.000000,582.000000,42.000000
1724407106773,289.000000,579.000000,66.000000
1724407106778,294.000000,588.000000,51.000000
1724407106787,274.000000,595.000000,75.000000
1724407106822,273.000000,576.000000,63.000000
1724407106832,283.000000,576.000000,64.000000
1724407106865,277.000000,556.000000,90.000000
1724407106874,295.000000,586.000000,87.000000
1724407106912,295.000000,564.000000,94.000000
1724407106917,268.000000,583.000000,88.000000
1724407106958,277.000000,561.000000,114.000000
1724407106973,277.000000,549.000000,111.000000
1724407106998,298.000000,556.000000,130.000000
1724407107016,280.000000,565.000000,142.000000
1724407107042,285.000000,561.000000,156.000000
1724407107049,279.000000,547.000000,169.000000
1724407107056,274.000000,546.000000,168.000000
1724407107092,274.000000,525.000000,186.000000
1724407107097,271.000000,534.000000,214.000000
1724407107143,229.000000,499.000000,234.000000
1724407107153,235.000000,508.000000,226.000000
1724407107180,229.000000,507.000000,231.000000
1724407107190,219.000000,510.000000,255.000000
1724407107227,195.000000,510.000000,237.000000
1724407107241,184.000000,525.000000,250.000000
1724407107273,193.000000,511.000000,216.000000
1724407107281,187.000000,523.000000,216.000000
1724407107316,168.000000,555.000000,228.000000
1724407107326,181.000000,565.000000,172.000000
1724407107366,195.000000,574.000000,144.000000
1724407107371,186.000000,622.000000,79.000000
1724407107406,192.000000,625.000000,31.000000
1724407107420,199.000000,645.000000,-12.000000
1724407107427,222.000000,633.000000,-73.000000
1724407107451,229.000000,625.000000,-114.000000
