timestamp,temp
1717165899012,23.500000
1717165900079,23.500000
1717165901116,23.500000
1717165902161,23.500000
1717165903191,23.500000
1717165904265,23.500000
1717165905310,23.500000
1717165906337,23.500000
1717165907379,23.500000
1717165908450,23.500000
1717165909484,23.500000
1717165910527,23.500000
1717165911559,23.500000
1717165912634,23.500000
1717165913671,23.500000
1717165914720,23.200001
1717165915747,23.500000
1717165916820,23.500000
1717165917857,23.500000
1717165918892,23.500000
1717165919936,23.500000
1717165921006,23.500000
1717165922042,23.500000
1717165923076,23.500000
1717165924120,23.500000
1717165925190,23.500000
1717165926224,23.500000
1717165927264,23.500000
