timestamp,temp
1722607209850,27.299999
1722607210919,27.299999
1722607211959,27.299999
1722607212992,27.299999
1722607214039,27.299999
1722607215116,27.299999
1722607216150,27.299999
1722607217229,27.299999
1722607218255,27.299999
1722607219317,27.299999
1722607220366,27.299999
1722607221403,27.299999
1722607222441,27.299999
1722607223530,27.299999
1722607224575,27.299999
1722607225634,27.299999
1722607226695,27.299999
1722607227712,27.299999
1722607228797,27.299999
1722607229836,27.299999
1722607230866,27.299999
1722607231915,27.299999
1722607232971,27.299999
1722607234016,27.299999
1722607235054,27.299999
1722607236143,27.299999
1722607237168,27.299999
1722607238212,27.299999
1722607239267,27.299999
