timestamp,temp
1717163597935,26.600000
1717163598930,26.600000
1717163599973,26.600000
1717163601002,26.600000
1717163602039,26.600000
1717163603071,26.600000
1717163604100,26.600000
1717163605147,26.600000
1717163606134,26.600000
1717163607162,26.600000
1717163608197,26.600000
1717163609232,26.600000
1717163610264,26.600000
1717163611298,26.600000
1717163612342,26.299999
1717163613330,26.600000
1717163614364,26.600000
1717163615404,26.299999
1717163616445,26.299999
1717163617467,26.299999
1717163618506,26.299999
1717163619539,26.299999
1717163620535,26.299999
1717163621564,26.299999
1717163622606,26.299999
