timestamp,temp
1717165549854,24.200001
1717165550900,24.000000
1717165551920,24.000000
1717165552952,24.000000
1717165553988,24.000000
1717165554986,24.000000
1717165556032,24.000000
1717165557058,24.000000
1717165558084,24.000000
1717165559118,24.000000
1717165560113,24.000000
1717165561147,24.000000
1717165562181,24.000000
1717165563224,24.000000
1717165564246,24.000000
1717165565245,24.000000
1717165566280,24.000000
1717165567310,24.000000
1717165568351,24.000000
1717165569375,24.000000
1717165570372,24.000000
1717165571405,24.000000
1717165572442,24.000000
1717165573474,24.000000
1717165574509,24.000000
1717165575543,24.000000
1717165576552,24.000000
1717165577571,24.000000
1717165578604,24.000000
1717165579648,24.000000
1717165580672,24.000000
1717165581706,24.000000
1717165582743,24.000000
1717165583774,24.000000
1717165584811,24.000000
1717165585812,24.000000
1717165586846,24.000000
1717165587885,24.000000
1717165588910,24.000000
1717165589940,24.000000
1717165590951,24.000000
1717165592013,24.000000
1717165593017,24.000000
1717165594048,24.000000
