timestamp,temp
1717165506836,23.700001
1717165507904,23.700001
1717165508943,23.700001
1717165509983,23.700001
1717165511018,23.700001
1717165512090,23.700001
1717165513130,23.700001
1717165514158,23.700001
1717165515197,23.700001
1717165516235,23.700001
1717165517310,23.700001
1717165518345,23.700001
1717165519383,23.700001
1717165520417,23.700001
1717165521468,23.700001
1717165522529,23.700001
1717165523622,23.700001
1717165524604,23.700001
1717165525643,23.700001
1717165526680,23.700001
1717165527756,23.700001
1717165528785,23.700001
1717165529824,23.700001
1717165530861,23.700001
1717165531900,23.700001
1717165532969,23.700001
1717165534011,23.700001
1717165535040,23.700001
1717165536077,23.700001
